Locus	Uniprot ID	Gene Symbol	Protein Length	Spectrum Count_HBE_1	Spectrum Count_HBE_2	Spectrum Count_HBE_3	Spectrum Count_CFBE_1	Spectrum Count_CFBE_2	Spectrum Count_CFBE_3	HBE_Spectrum Count_Sum	CFBE_Spectrum Count_sum	NSAF_HBE_1	NSAF_HBE_2	NSAF_HBE_3	NSAF_CFBE_1	NSAF_CFBE_2	NSAF_CFBE_3	HBE_NSAF_avg	CFBE_NSAF_avg	CFBE_NSAF_avg/HBE_NSAF_avg	log2(CFBE_NSAF_avg/HBE_NSAF_avg)	p_value
sp|P35580|MYH10_HUMAN	P35580	MYH10	1976	48	39	41	50	69	42	128	161	6,9162E-05	5,22424E-05	5,795E-05	7,12126E-05	0,000104527	5,1059E-05	0,000060	0,000076	1,26	0,34	0,422480853
sp|Q7Z406|MYH14_HUMAN	Q7Z406	MYH14	1995	22	18	22	30	54	34	62	118	3,13974E-05	2,38822E-05	3,0799E-05	4,23206E-05	8,10244E-05	4,09398E-05	0,000029	0,000055	1,91	0,93	0,065613048
sp|P35579|MYH9_HUMAN	P35579	MYH9	1960	293	275	313	312	413	375	881	1100	0,000425623	0,000371383	0,00044601	0,000447994	0,000630753	0,000459605	0,000414	0,000513	1,24	0,31	0,17306756
sp|P19105|ML12A_HUMAN	P19105	MYL12A	171	22	32	19	31	57	33	73	121	0,000366303	0,000495335	0,000310323	0,000510199	0,000997801	0,000463583	0,000391	0,000657	1,68	0,75	0,160043679
sp|O14950|ML12B_HUMAN	O14950	MYL12B	172	23	37	23	37	68	40	83	145	0,000380726	0,000569401	0,00037347	0,000605407	0,001183438	0,000558652	0,000441	0,000782	1,77	0,83	0,124611123
sp|P60660|MYL6_HUMAN	P60660	MYL6	151	19	23	17	20	43	25	59	88	0,000358253	0,000403177	0,000314433	0,000372758	0,000852426	0,000397716	0,000359	0,000541	1,51	0,59	0,282765755
sp|Q92614|MY18A_HUMAN	Q92614	MYO18A	2054	4	7	4	10	17	12	15	39	5,54464E-06	9,02075E-06	5,43896E-06	1,37017E-05	2,4775E-05	1,40343E-05	0,000007	0,000018	2,62	1,39	0,020001234
sp|Q96H55|MYO19_HUMAN	Q96H55	MYO19	970	12	5	9	6	10	7	26	23	3,52227E-05	1,36441E-05	2,59136E-05	1,74082E-05	3,08598E-05	1,73355E-05	0,000025	0,000022	0,88	-0,19	0,789102197
sp|O43795|MYO1B_HUMAN	O43795	MYO1B	1136	42	49	44	59	73	79	135	211	0,000105265	0,000114173	0,000108176	0,000146166	0,000192358	0,000167055	0,000109	0,000169	1,54	0,63	0,006646889
sp|O00159|MYO1C_HUMAN	O00159	MYO1C	1063	35	37	28	55	39	45	100	139	9,3745E-05	9,21327E-05	7,35667E-05	0,000145614	0,000109824	0,000101693	0,000086	0,000119	1,38	0,46	0,079841145
sp|Q12965|MYO1E_HUMAN	Q12965	MYO1E	1108	17	22	31	28	32	32	70	92	4,3684E-05	5,25567E-05	7,81409E-05	7,11201E-05	8,64521E-05	6,93777E-05	0,000058	0,000076	1,30	0,38	0,193857229
sp|Q9UM54|MYO6_HUMAN	Q9UM54	MYO6	1294	5	4	2	7	3	10	11	20	1,10014E-05	8,18221E-06	4,3167E-06	1,52243E-05	6,93988E-06	1,85642E-05	0,000008	0,000014	1,73	0,79	0,256509461
sp|Q13459|MYO9B_HUMAN	Q13459	MYO9B	2157	12	13	15	10	15	16	40	41	1,58396E-05	1,59529E-05	1,94222E-05	1,30474E-05	2,08164E-05	1,78189E-05	0,000017	0,000017	1,01	0,01	0,97712347
sp|Q9NZM1|MYOF_HUMAN	Q9NZM1	MYOF	2061	184	199	180	135	162	171	563	468	0,000254187	0,000255576	0,000243922	0,000184344	0,000235289	0,000199309	0,000251	0,000206	0,82	-0,28	0,051355897
sp|Q6NZ67|MZT2B_HUMAN	Q6NZ67	MZT2B	158	3	4	6	3	3	4	13	10	5,40602E-05	6,70113E-05	0,00010606	5,34365E-05	5,68368E-05	6,08153E-05	0,000076	0,000057	0,75	-0,41	0,293844792
sp|P41227|NAA10_HUMAN	P41227	NAA10	235	27	29	19	24	16	31	75	71	0,000327122	0,000326644	0,00022581	0,00028742	0,000203806	0,000316886	0,000293	0,000269	0,92	-0,12	0,6560953
sp|Q9BXJ9|NAA15_HUMAN	Q9BXJ9	NAA15	866	34	66	75	73	79	89	175	241	0,000111783	0,00020173	0,00024188	0,000237235	0,00027307	0,000246878	0,000185	0,000252	1,36	0,45	0,204430784
sp|Q6N069|NAA16_HUMAN	Q6N069	NAA16	864	8	2	6	8	4	10	16	22	2,63627E-05	6,12719E-06	1,93952E-05	2,60585E-05	1,38583E-05	2,78033E-05	0,000017	0,000023	1,31	0,38	0,478036813
sp|Q14CX7|NAA25_HUMAN	Q14CX7	NAA25	972	8	14	11	9	17	13	33	39	2,34335E-05	3,81247E-05	3,1607E-05	2,60585E-05	5,23537E-05	3,21282E-05	0,000031	0,000037	1,19	0,25	0,5900705
sp|Q9GZZ1|NAA50_HUMAN	Q9GZZ1	NAA50	169	16	21	15	16	19	18	52	53	0,000269555	0,00032891	0,000247891	0,000266445	0,000336536	0,000255856	0,000282	0,000286	1,01	0,02	0,910581262
sp|E9PAV3|NACAM_HUMAN	E9PAV3	NACA	2078	18	16	15	13	14	23	49	50	2,46627E-05	2,03807E-05	2,01605E-05	1,76064E-05	2,01673E-05	2,65884E-05	0,000022	0,000021	0,99	-0,02	0,87233467
sp|Q4G0N4|NAKD2_HUMAN	Q4G0N4	NADK2	442	4	7	2	2	4	5	13	11	2,57663E-05	4,192E-05	1,26376E-05	1,27345E-05	2,70896E-05	2,71743E-05	0,000027	0,000022	0,83	-0,26	0,785253652
sp|Q13564|ULA1_HUMAN	Q13564	NAE1	534	16	18	15	18	17	23	49	58	8,53085E-05	8,92229E-05	7,84524E-05	9,48648E-05	9,52956E-05	0,000103466	0,000084	0,000098	1,16	0,21	0,033623357
sp|Q9UJ70|NAGK_HUMAN	Q9UJ70	NAGK	344	15	16	19	21	21	20	50	62	0,00012415	0,000123114	0,000154259	0,000171805	0,000182737	0,000139663	0,000134	0,000165	1,23	0,30	0,13278272
sp|P43490|NAMPT_HUMAN	P43490	NAMPT	491	116	130	111	92	98	99	357	289	0,000672651	0,000700821	0,00063139	0,000527327	0,000597461	0,000484355	0,000668	0,000536	0,80	-0,32	0,030765187
sp|Q9NR45|SIAS_HUMAN	Q9NR45	NANS	359	87	85	53	36	18	46	225	100	0,000689983	0,000626714	0,000412323	0,000282216	0,000150087	0,000307803	0,000576	0,000247	0,43	-1,22	0,034241219
sp|P55209|NP1L1_HUMAN	P55209	NAP1L1	391	86	296	180	377	167	236	562	780	0,000626232	0,002003826	0,001285737	0,002713554	0,001278512	0,001449924	0,001305	0,001814	1,39	0,47	0,408710851
sp|Q99733|NP1L4_HUMAN	Q99733	NAP1L4	375	29	38	30	41	47	31	97	119	0,000220181	0,000268224	0,000223433	0,000307699	0,000375173	0,000198582	0,000237	0,000294	1,24	0,31	0,40589849
sp|P54920|SNAA_HUMAN	P54920	NAPA	295	23	23	20	24	38	23	66	85	0,000221983	0,000206372	0,00018935	0,000228962	0,000385591	0,00018729	0,000206	0,000267	1,30	0,38	0,383763758
sp|Q99747|SNAG_HUMAN	Q99747	NAPG	312	6	6	6	5	12	6	18	23	5,47533E-05	5,09028E-05	5,37098E-05	4,51013E-05	0,000115131	4,61962E-05	0,000053	0,000069	1,30	0,37	0,638011324
sp|Q6XQN6|PNCB_HUMAN	Q6XQN6	NAPRT1	538	8	18	13	70	56	93	39	219	4,23371E-05	8,85595E-05	6,74866E-05	0,000366176	0,000311581	0,000415251	0,000066	0,000364	5,51	2,46	0,001647988
sp|O43776|SYNC_HUMAN	O43776	NARS	548	27	22	27	56	40	50	76	146	0,00014028	0,000106264	0,000137607	0,000287595	0,000218497	0,000219179	0,000128	0,000242	1,89	0,92	0,007652201
sp|P49321|NASP_HUMAN	P49321	NASP	788	63	73	63	44	71	49	199	164	0,000227629	0,000245212	0,000223291	0,000157145	0,00026971	0,000149376	0,000232	0,000192	0,83	-0,27	0,303128601
sp|Q9H0A0|NAT10_HUMAN	Q9H0A0	NAT10	1025	16	21	21	15	23	20	58	58	4,44436E-05	5,42301E-05	5,72205E-05	4,11852E-05	6,7169E-05	4,68723E-05	0,000052	0,000052	1,00	-0,01	0,907048164
sp|A2RRP1|NBAS_HUMAN	A2RRP1	NBAS	2371	7	9	9	14	8	18	25	40	8,40582E-06	1,00475E-05	1,06015E-05	1,66177E-05	1,01001E-05	1,82369E-05	0,000010	0,000015	1,55	0,63	0,105276131
sp|Q15021|CND1_HUMAN	Q15021	NCAPD2	1401	37	46	40	52	84	76	123	212	7,51929E-05	8,6909E-05	7,97404E-05	0,000104457	0,000179476	0,000130312	0,000081	0,000138	1,71	0,78	0,033971688
sp|P42695|CNDD3_HUMAN	P42695	NCAPD3	1498	10	18	13	8	6	5	41	19	1,90065E-05	3,18058E-05	2,42375E-05	1,50298E-05	1,19896E-05	8,01804E-06	0,000025	0,000012	0,47	-1,10	0,030886642
sp|Q9BPX3|CND3_HUMAN	Q9BPX3	NCAPG	1015	14	59	68	75	74	66	141	215	3,92713E-05	0,000153862	0,000187111	0,000207955	0,000218238	0,000156202	0,000127	0,000194	1,53	0,62	0,2898333
sp|Q86XI2|CNDG2_HUMAN	Q86XI2	NCAPG2	1143	9	14	13	10	6	6	36	22	2,24187E-05	3,2421E-05	3,17653E-05	2,46222E-05	1,57134E-05	1,261E-05	0,000029	0,000018	0,61	-0,71	0,087794269
sp|Q15003|CND2_HUMAN	Q15003	NCAPH	741	25	23	24	30	23	31	72	84	9,60584E-05	8,21589E-05	9,04585E-05	0,00011394	9,29126E-05	0,000100497	0,000090	0,000102	1,14	0,19	0,15025216
sp|Q09161|NCBP1_HUMAN	Q09161	NCBP1	790	37	30	37	33	33	35	104	101	0,000133349	0,000100517	0,000130807	0,00011756	0,000125041	0,000106427	0,000122	0,000116	0,96	-0,06	0,729849614
sp|Q6PIU2|NCEH1_HUMAN	Q6PIU2	NCEH1	408	22	11	20	16	34	29	53	79	0,000153524	7,13637E-05	0,000136907	0,000110366	0,00024945	0,000170745	0,000121	0,000177	1,47	0,55	0,319546906
sp|Q9Y2A7|NCKP1_HUMAN	Q9Y2A7	NCKAP1	1128	25	20	33	21	14	29	78	64	6,31022E-05	4,69317E-05	8,17074E-05	5,23943E-05	3,71522E-05	6,17588E-05	0,000064	0,000050	0,79	-0,34	0,347501601
sp|P19338|NUCL_HUMAN	P19338	NCL	710	508	460	449	154	141	202	1417	497	0,002037131	0,001714923	0,001766219	0,000610431	0,000594464	0,000683444	0,001839	0,000629	0,34	-1,55	9,60961E-05
sp|Q969V3|NCLN_HUMAN	Q969V3	NCLN	563	6	18	12	9	13	12	36	34	3,03429E-05	8,46271E-05	5,95291E-05	4,49892E-05	6,91194E-05	5,12015E-05	0,000058	0,000055	0,95	-0,08	0,968830494
sp|O75376|NCOR1_HUMAN	O75376	NCOR1	2440	4	3	3	4	2	4	10	10	4,66749E-06	3,25444E-06	3,4339E-06	4,61364E-06	2,45361E-06	3,93804E-06	0,000004	0,000004	0,97	-0,05	0,8239283
sp|Q9Y618|NCOR2_HUMAN	Q9Y618	NCOR2	2525	7	2	4	8	4	5	13	17	7,89315E-06	2,09659E-06	4,42441E-06	8,91667E-06	4,74202E-06	4,75684E-06	0,000005	0,000006	1,28	0,35	0,4842043
sp|O14777|NDC80_HUMAN	O14777	NDC80	642	4	12	5	4	6	4	21	14	1,77394E-05	4,94756E-05	2,17516E-05	1,75347E-05	2,79757E-05	1,4967E-05	0,000030	0,000020	0,68	-0,56	0,432572568
sp|Q9UHB4|NDOR1_HUMAN	Q9UHB4	NDOR1	597	11	8	20	16	20	22	39	58	5,24604E-05	3,547E-05	9,35647E-05	7,54257E-05	0,000100281	8,85234E-05	0,000060	0,000088	1,46	0,54	0,200866859
sp|Q9UGV2|NDRG3_HUMAN	Q9UGV2	NDRG3	375	14	12	9	9	9	11	35	29	0,000106294	8,47023E-05	6,70298E-05	6,75437E-05	7,18417E-05	7,04646E-05	0,000086	0,000070	0,81	-0,30	0,231448146
sp|O95299|NDUAA_HUMAN	O95299	NDUFA10	355	5	16	14	11	9	8	35	28	4,0101E-05	0,000119299	0,000110143	8,72044E-05	7,58891E-05	5,41342E-05	0,000090	0,000072	0,81	-0,31	0,751017173
sp|Q9UI09|NDUAC_HUMAN	Q9UI09	NDUFA12	145	4	2	4	3	2	3	10	8	7,85426E-05	3,65096E-05	7,70457E-05	5,82274E-05	4,12883E-05	4,97008E-05	0,000064	0,000050	0,78	-0,36	0,491811001
sp|Q9P0J0|NDUAD_HUMAN	Q9P0J0	NDUFA13	144	6	4	4	4	7	4	14	15	0,000118632	7,35263E-05	7,75808E-05	7,81756E-05	0,000145513	6,67279E-05	0,000090	0,000097	1,08	0,11	0,898554174
sp|Q16718|NDUA5_HUMAN	Q16718	NDUFA5	116	12	8	9	11	4	9	29	24	0,000294535	0,000182548	0,000216691	0,000266875	0,000103221	0,000186378	0,000231	0,000185	0,80	-0,32	0,428379852
sp|P51970|NDUA8_HUMAN	P51970	NDUFA8	172	14	19	16	15	12	14	49	41	0,000231746	0,000292395	0,000259805	0,000245435	0,000208842	0,000195528	0,000261	0,000217	0,83	-0,27	0,119828801
sp|Q16795|NDUA9_HUMAN	Q16795	NDUFA9	377	9	9	16	13	6	17	34	36	6,79696E-05	6,31897E-05	0,000118532	9,70456E-05	4,76404E-05	0,000108322	0,000083	0,000084	1,01	0,02	0,987382889
sp|O14561|ACPM_HUMAN	O14561	NDUFAB1	156	9	12	9	7	21	9	30	37	0,00016426	0,000203611	0,000161129	0,000126284	0,000402958	0,000138589	0,000176	0,000223	1,26	0,34	0,824920552
sp|Q8N183|MIMIT_HUMAN	Q8N183	NDUFAF2	169	10	6	3	4	9	4	19	17	0,000168472	9,39744E-05	4,95782E-05	6,66112E-05	0,000159412	5,68569E-05	0,000104	0,000094	0,91	-0,14	0,86340514
sp|O96000|NDUBA_HUMAN	O96000	NDUFB10	172	10	11	8	8	19	9	29	36	0,000165533	0,000169281	0,000129903	0,000130899	0,000330667	0,000125697	0,000155	0,000196	1,26	0,34	0,70307902
sp|Q9Y6M9|NDUB9_HUMAN	Q9Y6M9	NDUFB9	179	9	4	3	3	2	5	16	10	0,000143154	5,91496E-05	4,68085E-05	4,71674E-05	3,34458E-05	6,71007E-05	0,000083	0,000049	0,59	-0,75	0,327981886
sp|P28331|NDUS1_HUMAN	P28331	NDUFS1	727	22	28	21	17	20	21	71	58	8,61592E-05	0,000101946	8,06754E-05	6,58095E-05	8,23495E-05	6,93897E-05	0,000090	0,000073	0,81	-0,31	0,095318866
sp|O75306|NDUS2_HUMAN	O75306	NDUFS2	463	15	6	19	6	7	9	40	22	9,2241E-05	3,43017E-05	0,000114612	3,64707E-05	4,52566E-05	4,66951E-05	0,000080	0,000043	0,53	-0,91	0,245151341
sp|O75489|NDUS3_HUMAN	O75489	NDUFS3	264	20	25	19	18	8	23	64	49	0,000215695	0,000250658	0,000201005	0,000191886	9,07092E-05	0,000209283	0,000222	0,000164	0,74	-0,44	0,253295178
sp|O43181|NDUS4_HUMAN	O43181	NDUFS4	175	6	7	6	10	5	8	19	23	9,76173E-05	0,000105878	9,57568E-05	0,000160818	8,55258E-05	0,000109815	0,000100	0,000119	1,19	0,25	0,491227425
sp|O75380|NDUS6_HUMAN	O75380	NDUFS6	124	2	3	3	3	4	5	8	12	4,59221E-05	6,4039E-05	6,75703E-05	6,80885E-05	9,65614E-05	9,68631E-05	0,000059	0,000087	1,47	0,56	0,082143325
sp|O75251|NDUS7_HUMAN	O75251	NDUFS7	213	13	13	14	9	13	11	40	33	0,000173771	0,000161551	0,000183571	0,000118915	0,000182696	0,000124057	0,000173	0,000142	0,82	-0,29	0,201624754
sp|O00217|NDUS8_HUMAN	O00217	NDUFS8	210	6	5	5	5	5	4	16	14	8,13477E-05	6,30225E-05	6,64978E-05	6,70077E-05	7,12715E-05	4,57563E-05	0,000070	0,000061	0,87	-0,20	0,403589944
sp|P49821|NDUV1_HUMAN	P49821	NDUFV1	464	12	7	13	25	6	11	32	42	7,36337E-05	3,99324E-05	7,82496E-05	0,000151634	3,87078E-05	5,69488E-05	0,000064	0,000082	1,29	0,37	0,799924621
sp|P19404|NDUV2_HUMAN	P19404	NDUFV2	249	11	6	5	4	7	6	22	17	0,000125779	6,37818E-05	5,60825E-05	4,521E-05	8,41519E-05	5,78844E-05	0,000082	0,000062	0,76	-0,39	0,483709168
sp|Q8NHV4|NEDD1_HUMAN	Q8NHV4	NEDD1	660	6	5	6	11	2	5	17	18	2,58834E-05	2,00526E-05	2,53901E-05	4,69054E-05	9,07092E-06	1,81985E-05	0,000024	0,000025	1,04	0,06	0,732300917
sp|P46934|NEDD4_HUMAN	P46934	NEDD4	1319	22	23	20	22	34	31	65	87	4,74888E-05	4,6156E-05	4,23489E-05	4,69409E-05	7,71612E-05	5,64582E-05	0,000045	0,000060	1,33	0,41	0,152142513
sp|Q96PU5|NED4L_HUMAN	Q96PU5	NEDD4L	975	17	8	13	20	35	28	38	83	4,9643E-05	2,17185E-05	3,72388E-05	5,77297E-05	0,000107455	6,89864E-05	0,000036	0,000078	2,16	1,11	0,060752986
sp|Q15843|NEDD8_HUMAN	Q15843	NEDD8	81	9	7	5	5	18	8	21	31	0,000316352	0,000228748	0,000172402	0,000173724	0,000665201	0,000237255	0,000239	0,000359	1,50	0,58	0,584579703
sp|Q8TDX7|NEK7_HUMAN	Q8TDX7	NEK7	302	3	7	5	8	17	18	15	43	2,82832E-05	6,13531E-05	4,62402E-05	7,45516E-05	0,000168503	0,000143178	0,000045	0,000129	2,84	1,51	0,036926789
sp|Q8TD19|NEK9_HUMAN	Q8TD19	NEK9	979	17	10	11	15	13	12	38	40	4,94401E-05	2,70372E-05	3,1381E-05	4,31204E-05	3,9749E-05	2,94448E-05	0,000036	0,000037	1,04	0,06	0,788981819
sp|Q9H3P2|NELFA_HUMAN	Q9H3P2	NELFA	528	14	17	12	11	19	10	43	40	7,54932E-05	8,52236E-05	6,34752E-05	5,86317E-05	0,000107717	4,54963E-05	0,000075	0,000071	0,94	-0,08	0,686270644
sp|Q8WX92|NELFB_HUMAN	Q8WX92	NELFB	580	17	26	18	19	28	26	61	73	8,34516E-05	0,000118656	8,66764E-05	9,21933E-05	0,000144509	0,000107685	0,000096	0,000115	1,19	0,25	0,377405122
sp|Q8IXH7|NELFD_HUMAN	Q8IXH7	NELFCD	590	2	11	7	10	4	3	20	17	9,65143E-06	4,93498E-05	3,31362E-05	4,77004E-05	2,02943E-05	1,22146E-05	0,000031	0,000027	0,87	-0,20	0,886304972
sp|P18615|NELFE_HUMAN	P18615	NELFE	380	8	6	4	6	14	10	18	30	5,99404E-05	4,17939E-05	2,9399E-05	4,44367E-05	0,000110283	6,32159E-05	0,000044	0,000073	1,66	0,73	0,226221977
sp|O60524|NEMF_HUMAN	O60524	NEMF	1076	3	5	2	5	4	7	10	16	7,93821E-06	1,22999E-05	5,19128E-06	1,30777E-05	1,11279E-05	1,56277E-05	0,000008	0,000013	1,57	0,65	0,134892173
sp|P21359|NF1_HUMAN	P21359	NF1	2839	3	3	3	10	6	10	9	26	3,00863E-06	2,79705E-06	2,95129E-06	9,91308E-06	6,32632E-06	8,46144E-06	0,000003	0,000008	2,82	1,50	0,001564707
sp|P35240|MERL_HUMAN	P35240	NF2	595	16	18	11	6	4	15	45	25	7,65626E-05	8,00757E-05	5,16336E-05	2,83797E-05	2,01237E-05	6,05598E-05	0,000069	0,000036	0,52	-0,93	0,105480043
sp|Q13469|NFAC2_HUMAN	Q13469	NFATC2	925	19	9	15	8	12	8	43	28	5,84824E-05	2,57541E-05	4,52904E-05	2,43401E-05	3,88333E-05	2,07758E-05	0,000043	0,000028	0,65	-0,63	0,247135438
sp|P19838|NFKB1_HUMAN	P19838	NFKB1	968	7	7	10	5	5	6	24	16	2,0589E-05	1,91411E-05	2,88523E-05	1,45368E-05	1,54618E-05	1,48897E-05	0,000023	0,000015	0,65	-0,61	0,033107379
sp|Q00653|NFKB2_HUMAN	Q00653	NFKB2	900	24	12	14	13	12	14	50	39	7,59246E-05	3,52926E-05	4,34452E-05	4,06513E-05	3,9912E-05	3,73676E-05	0,000052	0,000039	0,76	-0,39	0,398218382
sp|Q9Y697|NFS1_HUMAN	Q9Y697	NFS1	457	7	5	11	8	5	15	23	28	4,36109E-05	2,896E-05	6,72253E-05	4,9266E-05	3,27506E-05	7,8847E-05	0,000047	0,000054	1,15	0,20	0,7208624
sp|Q6ZNB6|NFXL1_HUMAN	Q6ZNB6	NFXL1	911	15	5	6	7	7	18	26	32	4,68799E-05	1,45277E-05	1,83946E-05	2,16249E-05	2,30009E-05	4,7464E-05	0,000027	0,000031	1,15	0,21	0,654699139
sp|Q8NBF2|NHLC2_HUMAN	Q8NBF2	NHLRC2	726	35	33	34	27	30	28	102	85	0,00013726	0,000120316	0,000130797	0,000104665	0,000123694	9,2647E-05	0,000129	0,000107	0,83	-0,27	0,100538388
sp|P55769|NH2L1_HUMAN	P55769	NHP2L1	128	8	9	14	10	9	19	31	38	0,000177948	0,000186113	0,000305474	0,000219869	0,000210474	0,000356577	0,000223	0,000262	1,18	0,23	0,537150687
sp|Q9GZT8|GTPC1_HUMAN	Q9GZT8	NIF3L1	377	9	6	7	8	8	9	22	25	6,79696E-05	4,21265E-05	5,18577E-05	5,97204E-05	6,35205E-05	5,7347E-05	0,000054	0,000060	1,12	0,16	0,419594797
sp|Q9BYG3|MK67I_HUMAN	Q9BYG3	NIFK	293	9	2	12	6	4	4	23	14	8,74558E-05	1,80679E-05	0,000114385	5,76312E-05	4,08656E-05	3,27946E-05	0,000073	0,000044	0,60	-0,74	0,66055505
sp|Q6KC79|NIPBL_HUMAN	Q6KC79	NIPBL	2804	8	7	13	12	13	18	28	43	8,12317E-06	6,60793E-06	1,29486E-05	1,20442E-05	1,38781E-05	1,54207E-05	0,000009	0,000014	1,49	0,58	0,107711629
sp|Q9BPW8|NIPS1_HUMAN	Q9BPW8	NIPSNAP1	284	18	19	25	6	5	12	62	23	0,000180454	0,000177084	0,000245855	5,94575E-05	5,27007E-05	0,000101502	0,000201	0,000071	0,35	-1,50	0,009356071
sp|Q9Y2I1|NISCH_HUMAN	Q9Y2I1	NISCH	1504	4	4	3	6	9	6	11	21	7,57226E-06	7,03975E-06	5,57096E-06	1,12274E-05	1,79126E-05	9,58326E-06	0,000007	0,000013	1,92	0,94	0,040819447
sp|Q86X76|NIT1_HUMAN	Q86X76	NIT1	327	10	8	6	10	7	10	24	27	8,70694E-05	6,47571E-05	5,1246E-05	8,60649E-05	6,4079E-05	7,34619E-05	0,000068	0,000075	1,10	0,14	0,555745387
sp|Q9NQR4|NIT2_HUMAN	Q9NQR4	NIT2	276	26	25	22	16	14	15	73	45	0,000268212	0,00023976	0,000222623	0,000163149	0,000151839	0,000130555	0,000244	0,000149	0,61	-0,71	0,00432526
sp|Q9NVX2|NLE1_HUMAN	Q9NVX2	NLE1	485	17	18	11	12	12	10	46	34	9,97977E-05	9,82372E-05	6,33443E-05	6,96327E-05	7,40636E-05	4,953E-05	0,000087	0,000064	0,74	-0,44	0,20260057
sp|Q9BYT8|NEUL_HUMAN	Q9BYT8	NLN	704	11	28	20	10	14	15	59	39	4,4487E-05	0,000105276	7,9344E-05	3,99762E-05	5,95279E-05	5,11833E-05	0,000076	0,000050	0,66	-0,60	0,253207221
sp|Q96D46|NMD3_HUMAN	Q96D46	NMD3	503	10	10	9	11	8	4	29	23	5,66038E-05	5,26232E-05	4,99725E-05	6,15458E-05	4,76088E-05	1,9103E-05	0,000053	0,000043	0,81	-0,31	0,412603862
sp|P15531|NDKA_HUMAN	P15531	NME1	152	53	76	88	58	62	82	217	202	0,000992764	0,001323473	0,001616946	0,001073886	0,001220993	0,001295926	0,001311	0,001197	0,91	-0,13	0,649985544
sp|P22392|NDKB_HUMAN	P22392	NME2	152	51	41	59	66	63	84	151	213	0,000955301	0,000713979	0,001084089	0,001222009	0,001240687	0,001327534	0,000918	0,001263	1,38	0,46	0,057336964
sp|Q9C002|NMES1_HUMAN	Q9C002	NMES1	83	7	12	12	5	9	13	31	27	0,000240123	0,000382691	0,000403794	0,000169538	0,000324586	0,000376249	0,000342	0,000290	0,85	-0,24	0,546131029
sp|P30419|NMT1_HUMAN	P30419	NMT1	496	38	45	44	41	30	48	127	119	0,00021813	0,000240146	0,000247758	0,000232636	0,000181053	0,000232471	0,000235	0,000215	0,92	-0,13	0,36421229
sp|Q13423|NNTM_HUMAN	Q13423	NNT	1086	24	20	18	23	43	31	62	97	6,29209E-05	4,87467E-05	4,62913E-05	5,96035E-05	0,000118523	6,85712E-05	0,000053	0,000082	1,56	0,64	0,150166441
sp|Q9H6W3|NO66_HUMAN	Q9H6W3	NO66	641	4	10	4	3	6	6	18	15	1,77671E-05	4,1294E-05	1,74284E-05	1,31716E-05	2,80194E-05	2,24855E-05	0,000025	0,000021	0,83	-0,26	0,710955329
sp|Q9Y3T9|NOC2L_HUMAN	Q9Y3T9	NOC2L	749	19	22	24	12	10	14	65	36	7,22246E-05	7,77474E-05	8,94924E-05	4,50893E-05	3,99653E-05	4,4901E-05	0,000080	0,000043	0,54	-0,88	0,001207441
sp|Q8WTT2|NOC3L_HUMAN	Q8WTT2	NOC3L	800	8	9	6	4	3	4	23	11	2,84717E-05	2,97781E-05	2,09468E-05	1,40716E-05	1,12253E-05	1,2011E-05	0,000026	0,000012	0,47	-1,09	0,004484029
sp|Q9BVI4|NOC4L_HUMAN	Q9BVI4	NOC4L	516	5	7	9	17	12	13	21	42	2,75889E-05	3,59082E-05	4,87135E-05	9,27199E-05	6,9614E-05	6,05206E-05	0,000037	0,000074	1,99	0,99	0,028005529
sp|Q9BSC4|NOL10_HUMAN	Q9BSC4	NOL10	688	11	10	11	7	7	10	32	24	4,55216E-05	3,84731E-05	4,4654E-05	2,86341E-05	3,04561E-05	3,49158E-05	0,000043	0,000031	0,73	-0,45	0,016485206
sp|Q9H6R4|NOL6_HUMAN	Q9H6R4	NOL6	1146	18	28	27	38	23	44	73	105	4,472E-05	6,46723E-05	6,58015E-05	9,33196E-05	6,0077E-05	9,22312E-05	0,000058	0,000082	1,40	0,49	0,157660501
sp|Q5SY16|NOL9_HUMAN	Q5SY16	NOL9	702	40	10	11	19	12	16	61	47	0,000162232	3,77058E-05	4,37635E-05	7,61711E-05	5,11693E-05	5,47511E-05	0,000081	0,000061	0,75	-0,42	0,882421506
sp|Q14978|NOLC1_HUMAN	Q14978	NOLC1	699	24	20	11	10	14	13	55	37	9,77569E-05	7,57352E-05	4,39513E-05	4,02621E-05	5,99537E-05	4,46762E-05	0,000072	0,000048	0,67	-0,59	0,235902033
sp|Q5JPE7|NOMO2_HUMAN	Q5JPE7	NOMO2	1267	48	33	45	38	36	38	126	112	0,000107864	6,89418E-05	9,91956E-05	8,44075E-05	8,50533E-05	7,20472E-05	0,000092	0,000081	0,88	-0,19	0,467812753
sp|Q15233|NONO_HUMAN	Q15233	NONO	471	84	61	68	74	116	74	213	264	0,000507776	0,00034281	0,000403222	0,000442165	0,000737229	0,000377416	0,000418	0,000519	1,24	0,31	0,465184242
sp|P46087|NOP2_HUMAN	P46087	NOP2	812	11	9	6	7	8	5	26	20	3,857E-05	2,93381E-05	2,06372E-05	2,42614E-05	2,94917E-05	1,47919E-05	0,000030	0,000023	0,77	-0,37	0,389779807
sp|O00567|NOP56_HUMAN	O00567	NOP56	594	8	8	7	6	12	10	23	28	3,83457E-05	3,56491E-05	3,2913E-05	2,84275E-05	6,04728E-05	4,04411E-05	0,000036	0,000043	1,21	0,27	0,549975234
